SOURCE_ID,WAVE_ID,YEAR,MONTH,DAY,REGION_CODE,COUNTRY,STATE/PROVINCE,LOCATION,LATITUDE,LONGITUDE,TRAVEL_TIME_HOURS,TRAVEL_TIME_MINUTES,VALIDITY,MEASUREMENT_TYPE,PERIOD,FIRST_MOTION,MAXIMUM_HEIGHT,HORIZONTAL_INUNDATION,INJURIES,INJURY_ESTIMATE,FATALITIES,FATALITY_ESTIMATE,DAMAGE_MILLIONS_DOLLARS,DAMAGE_ESTIMATE,HOUSES_DAMAGED,HOUSE_DAMAGE_ESTIMATE,HOUSES_DESTROYED,HOUSE_DESTRUCTION_ESTIMATE
5413,29252,2011,3,11,80,USA,HI,"ULEHAWA, OAHU, HI",21.37505,-158.140917,,,,5,,,2.13,2.64,,,,,,,,,,
5413,29253,2011,3,11,80,USA,HI,"ZABLAN, OAHU, HI",21.359417,-158.131667,,,,5,,,1.83,3.58,,,,,,,,,,
5413,29254,2011,3,11,80,USA,HI,"KAHE, OAHU, HI",21.35949,-158.13173,,,,5,,,2.74,2.44,,,,,,,,,,
5413,29255,2011,3,11,80,USA,HI,"BALDWIN BEACH PARK, MAUI, HI",20.91417,-156.39306,,,,5,,,2.13,,,,,,,,,,,
5413,29256,2011,3,11,80,USA,HI,"N KIHEI RD, SUGAR BEACH, MAUI, HI",20.78574,-156.467,,,,5,,,0.91,,,,,,,,,,,
5413,29257,2011,3,11,80,USA,HI,"PUUNANE AVE., MAUI, HI",20.891883,-156.468233,,,,5,,,1.52,,,,,,,,,,,
5413,32369,2011,3,11,81,FRENCH POLYNESIA,MARQUESAS ISLANDS,"HAKAUI 2, NUKU HIVA",-8.9427,-140.16748,,,,5,,,3.71,,,,,,,,,,,
5413,32387,2011,3,11,81,FRENCH POLYNESIA,SOCIETY ISLANDS,"MAHINA 3, TAHITI",-17.50687,-149.46793,,,,5,,,2.25,8,,,,,,,,,,
5413,32388,2011,3,11,81,FRENCH POLYNESIA,SOCIETY ISLANDS,"MAHINA 4, TAHITI",-17.50758,-149.46516,,,,5,,,2.26,11.2,,,,,,,,,,
5413,32389,2011,3,11,81,FRENCH POLYNESIA,SOCIETY ISLANDS,"PAPENOO 1, TAHITI",-17.50832,-149.439,,,,5,,,3.07,15,,,,,,,,,,
5413,32390,2011,3,11,81,FRENCH POLYNESIA,SOCIETY ISLANDS,"PAPENOO 2, TAHITI",-17.50872,-149.42998,,,,5,,,2.32,10,,,,,,,,,,
5413,32391,2011,3,11,81,FRENCH POLYNESIA,SOCIETY ISLANDS,"PAPENOO 3, TAHITI",-17.51172,-149.4198,,,,5,,,1.8,23,,,,,,,,,,
5413,32392,2011,3,11,81,FRENCH POLYNESIA,SOCIETY ISLANDS,"MAHAENA, TAHITI",-17.56302,-149.32513,,,,5,,,1.62,22,,,,,,,,,,
5413,32395,2011,3,11,81,FRENCH POLYNESIA,SOCIETY ISLANDS,"NORTH COAST LAGOON, MOOREA",-17.4866,-149.82739,,,,5,,,,,,,,,,,,,,
5413,32396,2011,3,11,81,FRENCH POLYNESIA,SOCIETY ISLANDS,"OPUNOHU 1, MOOREA",-17.51197,-149.84962,,,,5,,,1.04,,,,,,,,,,,
5413,32397,2011,3,11,81,FRENCH POLYNESIA,SOCIETY ISLANDS,"OPUNOHU 2, MOOREA",-17.51645,-149.84966,,,,5,,,1.74,,,,,,,,,,,
5413,31342,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA SAC I, SANTA CRUZ ISLAND",-0.60108333,-90.53753333,,,,5,,,1.95,15.3,,,,,,,,,,
5413,31343,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA SAC II, SANTA CRUZ ISLAND",-0.54165,-90.51078333,,,,5,,,4.73,29.6,,,,,,,,,,
5413,31344,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA SAC II, SANTA CRUZ ISLAND",-0.54143333,-90.51081667,,,,5,,,4.76,29.5,,,,,,,,,,
5413,31345,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA SAC II, SANTA CRUZ ISLAND",-0.5401,-90.51193333,,,,5,,,2.42,22.6,,,,,,,,,,
5413,31346,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA SAC II, SANTA CRUZ ISLAND",-0.5424,-90.51076667,,,,5,,,3.97,22.3,,,,,,,,,,
5413,31347,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA SAC II, SANTA CRUZ ISLAND",-0.5424,-90.51076667,,,,5,,,3.37,22.3,,,,,,,,,,
5413,31348,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA SAC III, SANTA CRUZ ISLAND",-0.5068,-90.41478333,,,,5,,,3.84,14.4,,,,,,,,,,
5413,31349,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA SAC III, SANTA CRUZ ISLAND",-0.5068,-90.41478333,,,,5,,,2.94,14.4,,,,,,,,,,
5413,31350,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA SAC III, SANTA CRUZ ISLAND",-0.50756667,-90.41548333,,,,5,,,2.65,12.6,,,,,,,,,,
5413,31351,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA SAC III, SANTA CRUZ ISLAND",-0.50823333,-90.41691667,,,,5,,,2.04,10.4,,,,,,,,,,
5413,31352,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"SOMBRERO CHINO, SANTIAGO ISLAND",-0.36815,-90.58413333,,,,5,,,2.27,28.5,,,,,,,,,,
5413,32364,2011,3,11,81,FRENCH POLYNESIA,MARQUESAS ISLANDS,"ANAHO 3, NUKU HIVA",-8.82055,-140.06863,,,,5,,,2.45,182,,,,,,,,,,
5413,32365,2011,3,11,81,FRENCH POLYNESIA,MARQUESAS ISLANDS,"ANAHO 4, NUKU HIVA",-8.8201,-140.06702,,,,5,,,3.13,16,,,,,,,,,,
5413,32366,2011,3,11,81,FRENCH POLYNESIA,MARQUESAS ISLANDS,"TAIOHAE 1, NUKU HIVA",-8.91528,-140.10887,,,,5,,,2.56,15,,,,,,,,,,
5413,32367,2011,3,11,81,FRENCH POLYNESIA,MARQUESAS ISLANDS,"TAIOHAE 2, NUKU HIVA",-8.9169,-140.10873,,,,5,,,2.68,21,,,,,,,,,,
5413,32368,2011,3,11,81,FRENCH POLYNESIA,MARQUESAS ISLANDS,"HAKAUI 1, NUKU HIVA",-8.94193,-140.16946,,,,5,,,3.16,44,,,,,,,,,,
5413,32371,2011,3,11,81,FRENCH POLYNESIA,MARQUESAS ISLANDS,"HAKATEA 2, NUKU HIVA",-8.94162,-140.16121,,,,5,,,3.2,70,,,,,,,,,,
5413,32372,2011,3,11,81,FRENCH POLYNESIA,MARQUESAS ISLANDS,"HAKATEA 3, NUKU HIVA",-8.94108,-140.16193,,,,5,,,2.93,73,,,,,,,,,,
5413,32373,2011,3,11,81,FRENCH POLYNESIA,MARQUESAS ISLANDS,"HAKATEA 4, NUKU HIVA",-8.94092,-140.16255,,,,5,,,3.42,73,,,,,,,,,,
5413,32374,2011,3,11,81,FRENCH POLYNESIA,MARQUESAS ISLANDS,"HOOUMI 1, NUKU HIVA",-8.8894,-140.02823,,,,5,,,2.58,17,,,,,,,,,,
5413,32375,2011,3,11,81,FRENCH POLYNESIA,MARQUESAS ISLANDS,"HOOUMI 2, NUKU HIVA",-8.88865,-140.02673,,,,5,,,2.53,20,,,,,,,,,,
5413,32377,2011,3,11,81,FRENCH POLYNESIA,MARQUESAS ISLANDS,"TAIPIVAI 2, NUKU HIVA",-8.87358,-140.05653,,,,5,,,3.24,600,,,,,,,,,,
5413,32378,2011,3,11,81,FRENCH POLYNESIA,MARQUESAS ISLANDS,"TAIPIVAI 3, NUKU HIVA",-8.87322,-140.05862,,,,5,,,4.18,820,,,,,,,,,,
5413,32379,2011,3,11,81,FRENCH POLYNESIA,MARQUESAS ISLANDS,"TAIPIVAI 4, NUKU HIVA",-8.87722,-140.05405,,,,5,,,4.45,60,,,,,,1,,,1,1
5413,31317,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PUNTA PITT, SAN CRISTOBAL ISLAND",-0.70751667,-89.25421667,,,,5,,,2.8,26,,,,,,,,,,
5413,31318,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PUNTA PITT, SAN CRISTOBAL ISLAND",-0.70663333,-89.25478333,,,,5,,,3.35,39,,,,,,,,,,
5413,31319,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PUNTA PITT, SAN CRISTOBAL ISLAND",-0.70663333,-89.25478333,,,,5,,,1.65,48.3,,,,,,,,,,
5413,31320,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PUNTA PITT, SAN CRISTOBAL ISLAND",-0.70346667,-89.25505,,,,5,,,3.58,34.8,,,,,,,,,,
5413,31321,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PUNTA PITT, SAN CRISTOBAL ISLAND",-0.70346667,-89.25505,,,,5,,,3.48,36.8,,,,,,,,,,
5413,31322,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"LA GALAPAGUERA, SAN CRISTOBAL IS",-0.69645,-89.30021667,,,,5,,,1.67,52.3,,,,,,,,,,
5413,31323,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"LA GALAPAGUERA, SAN CRISTOBAL IS",-0.69655,-89.30018333,,,,5,,,2.29,18.1,,,,,,,,,,
5413,31324,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"LA GALAPAGUERA, SAN CRISTOBAL IS",-0.69568333,-89.30151667,,,,5,,,3.44,13.1,,,,,,,,,,
5413,31325,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"LA GALAPAGUERA, SAN CRISTOBAL IS",-0.69533333,-89.30225,,,,5,,,3.65,16.1,,,,,,,,,,
5413,31326,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"LA GALAPAGUERA, SAN CRISTOBAL IS",-0.69533333,-89.30225,,,,5,,,2.85,16.1,,,,,,,,,,
5413,31327,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"LA GALAPAGUERA, SAN CRISTOBAL IS",-0.69486667,-89.3026,,,,5,,,3.38,16,,,,,,,,,,
5413,31328,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"LA GALAPAGUERA, SAN CRISTOBAL IS",-0.69315,-89.30316667,,,,5,,,2.02,15,,,,,,,,,,
5413,31329,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"LA GALAPAGUERA, SAN CRISTOBAL IS",-0.69293333,-89.30325,,,,5,,,3.14,16.3,,,,,,,,,,
5413,31330,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"LA GALAPAGUERA, SAN CRISTOBAL IS",-0.69261667,-89.30345,,,,5,,,3.06,18.3,,,,,,,,,,
5413,31331,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA SC I, SAN CRISTOBAL ISLAND",-0.68675,-89.34696667,,,,5,,,2.13,13.3,,,,,,,,,,
5413,31332,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA SC I, SAN CRISTOBAL ISLAND",-0.68675,-89.34696667,,,,5,,,1.33,22.3,,,,,,,,,,
5413,31333,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA SC II, SAN CRISTOBAL ISLAND",-0.75655,-89.4549,,,,5,,,3.86,15.3,,,,,,,,,,
5413,31334,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA SC II, SAN CRISTOBAL ISLAND",-0.75655,-89.4549,,,,5,,,2.76,15.3,,,,,,,,,,
5413,31335,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA SC II, SAN CRISTOBAL ISLAND",-0.75655,-89.4549,,,,5,,,2.96,15,,,,,,,,,,
5413,31336,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA SC II, SAN CRISTOBAL ISLAND",-0.75528333,-89.45405,,,,5,,,2.02,13,,,,,,,,,,
5413,31337,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA SC II, SAN CRISTOBAL ISLAND",-0.7545,-89.4531,,,,5,,,3.39,16.2,,,,,,,,,,
5413,31338,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA SC II, SAN CRISTOBAL ISLAND",-0.7545,-89.4531,,,,5,,,3.59,16.2,,,,,,,,,,
5413,31339,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA SC II, SAN CRISTOBAL ISLAND",-0.7539,-89.45258333,,,,5,,,3.17,15.2,,,,,,,,,,
5413,31340,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA SC II, SAN CRISTOBAL ISLAND",-0.75265,-89.45141667,,,,5,,,3.53,20.1,,,,,,,,,,
5413,31341,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA SC II, SAN CRISTOBAL ISLAND",-0.75265,-89.45141667,,,,5,,,2.63,20.1,,,,,,,,,,
5413,29226,2011,3,11,80,USA,HI,"KAWAIKUI BEACH PARK, OAHU, HI",21.278844,-157.744987,,,,5,,,1.52,2.33,,,,,,,,,,
5413,29227,2011,3,11,80,USA,HI,"E. OF PUUONE ST,WAIMANALO, OAHU, HI",21.33541,-157.695711,,,,5,,,1.83,1.6,,,,,,,,,,
5413,29228,2011,3,11,80,USA,HI,"E. OF WAILEA ST,WAIMANALO, OAHU, HI",21.334417,-157.695,,,,5,,,1.52,1.32,,,,,,,,,,
5413,29229,2011,3,11,80,USA,HI,"E. OF WAILEA ST,WAIMANALO, OAHU, HI",21.334417,-157.695,,,,5,,,1.52,1.39,,,,,,,,,,
5413,29230,2011,3,11,80,USA,HI,"NEAR SANDY BEACH, OAHU, HI",21.290373,-157.665088,,,,5,,,3.05,3.65,,,,,,,,,,
5413,29231,2011,3,11,80,USA,HI,"HALONA COVE BEACH, OAHU, HI",21.281833,-157.677733,,,,5,,,1.22,2.44,,,,,,,,,,
5413,29232,2011,3,11,80,USA,HI,"STOP LIGHT, SANDY BEACH, OAHU, HI",21.289957,-157.665774,,,,5,,,2.44,4.7,,,,,,,,,,
5413,29233,2011,3,11,80,USA,HI,"BABY MAKAPUU BEACH, OAHU, HI",21.316217,-157.664733,,,,5,,,2.44,2.58,,,,,,,,,,
5413,29234,2011,3,11,80,USA,HI,"HUI NALU CANOE CLUB, OAHU, HI",21.284383,-157.718283,,,,5,,,1.22,8.67,,,,,,,,,,
5413,29235,2011,3,11,80,USA,HI,"ALAN DAVIS, OAHU, HI",21.2916,-157.662142,,,,5,,,2.13,2.3,,,,,,,,,,
5413,29236,2011,3,11,80,USA,HI,"MAUNALUA BAY, OAHU, HI",21.283383,-157.71645,,,,5,,,1.22,4.52,,,,,,,,,,
5413,29237,2011,3,11,80,USA,HI,"SANDY BEACH LIFE GUARD, OAHU, HI",21.285937,-157.671402,,,,5,,,3.96,2.47,,,,,,,,,,
5413,29238,2011,3,11,80,USA,HI,"KAHALA BEACH PUBLIC ROW, OAHU, HI",21.265312,-157.779788,,,,5,,,0.91,0.87,,,,,,,,,,
5413,29239,2011,3,11,80,USA,HI,"KEAWAULAN, OAHU, HI",21.552666,-158.24592,,,,5,,,2.13,2.92,,,,,,,,,,
5413,29240,2011,3,11,80,USA,HI,"KEAWAULA S, OAHU, HI",21.5476,-158.2406,,,,5,,,3.05,5.92,,,,,,,,,,
5413,29241,2011,3,11,80,USA,HI,"MAKUA N, OAHU, HI",21.526983,-158.229,,,,5,,,3.05,3.83,,,,,,,,,,
5413,29242,2011,3,11,80,USA,HI,"MAKUA S, OAHU, HI",21.506117,-158.229183,,,,5,,,2.74,5.12,,,,,,,,,,
5413,29243,2011,3,11,80,USA,HI,"RANCH, OAHU, HI",21.483783,-158.230783,,,,5,,,2.74,1.81,,,,,,,,,,
5413,29244,2011,3,11,80,USA,HI,"KEEAU, OAHU, HI",21.4785,-158.222517,,,,5,,,2.13,3.24,,,,,,,,,,
5413,29245,2011,3,11,80,USA,HI,"ERMAS, NEAR SANDY BEACH, OAHU, HI",21.291008,-157.664063,,,,5,,,2.44,5.71,,,,,,,,,,
5413,29246,2011,3,11,80,USA,HI,"MAKAHA, OAHU, HI",21.460833,-158.208183,,,,5,,,3.05,3.2,,,,,,,,,,
5413,29247,2011,3,11,80,USA,HI,"LAHILAHI, OAHU, HI",21.441367,-158.190483,,,,5,,,2.74,4,,,,,,,,,,
5413,29248,2011,3,11,80,USA,HI,"POKAI BAY, OAHU, HI",21.428283,-158.179617,,,,5,,,1.83,3.34,,,,,,,,,,
5413,32361,2011,3,11,81,FRENCH POLYNESIA,MARQUESAS ISLANDS,"HATIHEU 2, NUKU HIVA",-8.82935,-140.08447,,,,5,,,2.77,78,,,,,,,,,,
5413,32363,2011,3,11,81,FRENCH POLYNESIA,MARQUESAS ISLANDS,,-8.82293,-140.06789,,,,5,,,2.46,70,,,,,,,,,,
5413,31051,2011,3,11,88,USA,CA,ALL OF CALIFORNIA,,,,,,1,,,,,,,,,54.856,4,,,,
5413,31371,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA IS I, ISABELA ISLAND",-0.61135,-90.89425,,,,5,,,1.8,12.7,,,,,,,,,,
5413,31372,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA IS I, ISABELA ISLAND",-0.61063333,-90.89403333,,,,5,,,4.63,24,,,,,,,,,,
5413,31373,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA IS I, ISABELA ISLAND",-0.60908333,-90.89421667,,,,5,,,2.26,23.9,,,,,,,,,,
5413,31374,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA IS II, ISABELA ISLAND",-0.55691667,-90.95518333,,,,5,,,3.91,17.5,,,,,,,,,,
5413,31375,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA IS II, ISABELA ISLAND",-0.55731667,-90.95546667,,,,5,,,1.64,52.9,,,,,,,,,,
5413,31376,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA IS II, ISABELA ISLAND",-0.55731667,-90.95546667,,,,5,,,1.74,142.1,,,,,,,,,,
5413,31377,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA IS II, ISABELA ISLAND",-0.55986667,-90.95633333,,,,5,,,2.1,14.6,,,,,,,,,,
5413,31378,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA IS II, ISABELA ISLAND",-0.56101667,-90.9565,,,,5,,,2.44,4.7,,,,,,,,,,
5413,31379,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA IS III, ISABELA ISLAND",-0.5628,-90.96258333,,,,5,,,4.99,7.9,,,,,,,,,,
5413,31380,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA IS III, ISABELA ISLAND",-0.56281667,-90.96261667,,,,5,,,4.69,11.7,,,,,,,,,,
5413,31381,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"BLACK TURTLE BEACH, ISABELA ISLAND",-0.2451,-91.38663333,,,,5,,,3.25,22.8,,,,,,,,,,
5413,31382,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"BLACK TURTLE BEACH, ISABELA ISLAND",-0.2451,-91.38663333,,,,5,,,3.05,42.8,,,,,,,,,,
5413,31383,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"BLACK TURTLE BEACH, ISABELA ISLAND",-0.2451,-91.38663333,,,,5,,,0.45,103.5,,,,,,,,,,
5413,31384,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"BLACK TURTLE BEACH, ISABELA ISLAND",-0.24323333,-91.38751667,,,,5,,,5.04,25.9,,,,,,,,,,
5413,31385,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"URBINA BAY, ISABELA ISLAND",-0.39345,-91.22788333,,,,5,,,2.54,8.6,,,,,,,,,,
5413,31386,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"URBINA BAY, ISABELA ISLAND",-0.39345,-91.22788333,,,,5,,,0.94,8.6,,,,,,,,,,
5413,31387,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"URBINA BAY, ISABELA ISLAND",-0.39435,-91.229,,,,5,,,2.22,18.8,,,,,,,,,,
5413,31388,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"URBINA BAY, ISABELA ISLAND",-0.39263333,-91.2259,,,,5,,,1.88,13.3,,,,,,,,,,
5413,31389,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"URBINA BAY, ISABELA ISLAND",-0.39263333,-91.2259,,,,5,,,0.78,111.4,,,,,,,,,,
5413,31390,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA TSUNAMI, ISABELA ISLAND",-0.68818333,-91.25021667,,,,5,,,4.8,23.6,,,,,,,,,,
5413,31391,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA TSUNAMI, ISABELA ISLAND",-0.68818333,-91.25021667,,,,5,,,5.7,23.6,,,,,,,,,,
5413,31392,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA TSUNAMI, ISABELA ISLAND",-0.68846667,-91.25085,,,,5,,,6.12,15,,,,,,,,,,
5413,31393,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA TSUNAMI, ISABELA ISLAND",-0.68808333,-91.25023333,,,,5,,,5.03,16.5,,,,,,,,,,
5413,31394,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA ROCKS, ISABELA ISLAND",-0.68765,-91.24983333,,,,5,,,3.16,33.2,,,,,,,,,,
5413,31395,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA ROCKS, ISABELA ISLAND",-0.68765,-91.24983333,,,,5,,,3.06,49,,,,,,,,,,
5413,31396,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA ROCKS, ISABELA ISLAND",-0.68685,-91.24946667,,,,5,,,4.09,26,,,,,,,,,,
5413,31397,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA ROCKS, ISABELA ISLAND",-0.68601667,-91.24916667,,,,5,,,1.81,37.1,,,,,,,,,,
5413,31398,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA ROCKS, ISABELA ISLAND",-0.68601667,-91.24916667,,,,5,,,1.01,61.1,,,,,,,,,,
5413,31399,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA ROCKS, ISABELA ISLAND",-0.68451667,-91.24886667,,,,5,,,2.8,21.7,,,,,,,,,,
5413,31400,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA ROCKS, ISABELA ISLAND",-0.68451667,-91.24886667,,,,5,,,1,38.6,,,,,,,,,,
5413,31401,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA ROCKS, ISABELA ISLAND",-0.68206667,-91.24916667,,,,5,,,1.95,11.8,,,,,,,,,,
5413,31402,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA ROCKS, ISABELA ISLAND",-0.6819,-91.24918333,,,,5,,,2.36,11.8,,,,,,,,,,
5413,31403,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA ROCKS, ISABELA ISLAND",-0.6819,-91.24918333,,,,5,,,1.46,24,,,,,,,,,,
5413,31404,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA ROCKS, ISABELA ISLAND",-0.6819,-91.24918333,,,,5,,,0.96,92.5,,,,,,,,,,
5413,31405,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PUERTO VILLAMIL, ISABELA ISLAND",-0.95798333,-90.96573333,,,,5,,,1.12,28.7,,,,,,,,,,
5413,31406,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PUERTO VILLAMIL, ISABELA ISLAND",-0.9578,-90.96691667,,,,5,,,1.62,15.1,,,,,,,,,,
5413,31407,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PUERTO VILLAMIL, ISABELA ISLAND",-0.95796667,-90.96521667,,,,5,,,1.3,26.5,,,,,,,,,,
5413,31292,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA MANGLESITO, SAN CRISTOBAL IS",-0.82728333,-89.54136667,,,,5,,,1.5,87,,,,,,,,,,
5413,31293,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA MANGLESITO, SAN CRISTOBAL IS",-0.82728333,-89.54136667,,,,5,,,1.6,26,,,,,,,,,,
5413,31294,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA MANGLESITO, SAN CRISTOBAL IS",-0.82815,-89.5414,,,,5,,,4.12,25,,,,,,,,,,
5413,31295,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA MANGLESITO, SAN CRISTOBAL IS",-0.82815,-89.5414,,,,5,,,2.22,25,,,,,,,,,,
5413,31296,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA MANGLESITO, SAN CRISTOBAL IS",-0.82696667,-89.54026667,,,,5,,,1.39,281.7,,,,,,,,,,
5413,31297,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA MANGLESITO, SAN CRISTOBAL IS",-0.82696667,-89.54026667,,,,5,,,2.69,65,,,,,,,,,,
5413,31298,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA MANGLESITO, SAN CRISTOBAL IS",-0.82696667,-89.54026667,,,,5,,,0.79,281,,,,,,,,,,
5413,31299,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA MANGLESITO, SAN CRISTOBAL IS",-0.82488333,-89.54135,,,,5,,,3.19,49,,,,,,,,,,
5413,31300,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA MANGLESITO, SAN CRISTOBAL IS",-0.82488333,-89.54135,,,,5,,,1.09,94,,,,,,,,,,
5413,31301,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA MANGLESITO, SAN CRISTOBAL IS",-0.82488333,-89.54135,,,,5,,,2.69,49,,,,,,,,,,
5413,31302,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PLAYA MANGLESITO, SAN CRISTOBAL IS",-0.82425,-89.54093333,,,,5,,,3.83,30,,,,,,,,,,
5413,31303,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"ISLA LOBOS, SAN CRISTOBAL ISLAND",-0.85643333,-89.56553333,,,,5,,,1.5,25,,,,,,,,,,
5413,31304,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PUERTO MORENO, SAN CRISTOBAL ISLAND",-0.9014,-89.6117,,,,5,,,2.16,46.9,,,,,,,,,,
5413,31305,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PUERTO MORENO, SAN CRISTOBAL ISLAND",-0.9023,-89.61381667,,,,5,,,2.23,25,,,,,,,,,,
5413,31306,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PUERTO MORENO, SAN CRISTOBAL ISLAND",-0.90193333,-89.61393333,,,,5,,,2.23,0,,,,,,,,,,
5413,31307,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PUERTO MORENO, SAN CRISTOBAL ISLAND",-0.89965,-89.6093,,,,5,,,2.56,23.5,,,,,,,,,,
5413,31308,2011,3,11,89,ECUADOR,GALAPAGOS ISLANDS,"PUERTO MORENO, SAN CRISTOBAL ISLAND",-0.89851667,-89.60946667,,,,5,,,2.52,36,,,,,,,,,,
